planet_name,planet_alternate_name,planet_name_key,type,planetary_body_type,type_body,star_system,level,gravity,temperature,atmosphere,magnetosphere,water,planet_resources,planet_resources_count,fauna,flora,biomes_cleaned,biomes_simple,traits_cleaned,criteria_match,water_simple,temperature_intensity,pressure_intensity,atmosphere_intensity,gravity_intensity,resources_matched,bodytype_for_predictor_algorithm,temp_for_predictor_algorithm,atmotype_for_predictor_algorithm,mag_for_predictor_algorithm,water_for_predictor_algorithm,predicted_fauna,predicted_flora,fauna_result,flora_result,planet_resources_inorganics,planet_resources_organics,planet_animal_farm_resources,planet_plant_farm_resources,planet_inorganic_resources_count,planet_organic_resources_count,planet_animal_farm_resources_count,planet_plant_farm_resources_count,o2,temperature degree reading,condition,ok for 0 hab skill,temperature_atmosphere,type_body_magnetosphere,predict_irradiation
Maheo IV,,MaheoIV,Gas giant,Planet,Gas giant Planet,Maheo,1,4.04,Deep freeze,H2,Massive,None,,0,None,None,Ocean,Ocean,Unknown,58.3%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0,0,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Massive,0
Maheo IV-a,,MaheoIVa,Ice,Moon,Ice Moon,Maheo,1,0.06,Deep freeze,None,None,Safe,"Au,Cu,F,H2O",4,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,0,0,"Au,Cu,F,H2O",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Maheo IV-b,,MaheoIVb,Ice,Moon,Ice Moon,Maheo,1,0.16,Deep freeze,None,None,Chemical,"Ar,H2O,Ne",3,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0,0,"Ar,H2O,Ne",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Maheo IV-c,,MaheoIVc,Rock,Moon,Rock Moon,Maheo,1,0.68,Cold,Std O2,None,Safe,"Al,Ar,C6Hn,Cl,H2O,Nd,R-COC",7,None,None,"Archipelago,Ocean,Polar-Ice,Wetlands","Ocean,Ice,Wetlands",Unknown,66.7%,Yes,0,0,0,0,Al,4,0.0000,6,1,6,5,2,0,0,"Al,Ar,C6Hn,Cl,H2O,Nd,R-COC",,,,7,0,0,0,,,,,Cold Std O2,Rock Moon None,0
Maheo IV-d,,MaheoIVd,Ice,Moon,Ice Moon,Maheo,1,0.24,Deep freeze,None,None,Safe,"Cl,H2O,Li,SiH3Cl",4,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,0,0,"Cl,H2O,Li,SiH3Cl",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Maheo V,,MaheoV,Gas giant,Planet,Gas giant Planet,Maheo,1,3.34,Deep freeze,H2,Extreme,None,,0,None,None,Ocean,Ocean,Unknown,58.3%,No,1,0,0,4,,2,0.5022,3,8,1,-2,-2,0,0,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Extreme,0
Maheo V-a,,MaheoVa,Ice,Moon,Ice Moon,Maheo,1,0.43,Deep freeze,None,None,Safe,"Cu,F,H2O,xF4",4,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,0,0,"Cu,F,H2O,xF4",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Maheo VI,,MaheoVI,Barren,Planet,Barren Planet,Maheo,1,0.71,Deep freeze,None,Powerful,None,"Al,Be,He-3",3,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Al,3,0.5022,1,7,1,-4,-4,0,0,"Al,Be,He-3",,,,3,0,0,0,,,,,Deep freeze None,Barren Planet Powerful,0
Maheo VI-a,,MaheoVIa,Barren,Moon,Barren Moon,Maheo,1,0.18,Deep freeze,None,None,None,"Fe,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Fe,3,0.5022,1,1,1,-3,-3,0,0,"Fe,He-3",,,,2,0,0,0,,,,,Deep freeze None,Barren Moon None,0
Maheo VII,,MaheoVII,Ice,Planet,Ice Planet,Maheo,1,0.27,Deep freeze,None,None,Heavy metal,"Cu,F,H2O,Sb",4,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,2,-2,-2,0,0,"Cu,F,H2O,Sb",,,,4,0,0,0,,,,,Deep freeze None,Ice Planet None,0
Maheo VII-a,,MaheoVIIa,Ice,Moon,Ice Moon,Maheo,1,0.07,Deep freeze,None,None,Safe,"Cl,H2O,SiH3Cl",3,None,None,Polar-Ice,Ice,Unknown,66.7%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,0,0,"Cl,H2O,SiH3Cl",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Marduk I,,MardukI,Rock,Planet,Rock Planet,Marduk,70,0.94,Inferno,High CO2,Average,None,"Cl,H2O,Ni",3,Unknown,Unknown,"Desert-Rocky,Hills,SavannahBarren","Desert,Hills,Savanna",Unknown,50.0%,No,1,0,0,0,,4,1.0000,4,4,1,-3,-3,0*,0*,"Cl,H2O,Ni",,,,3,0,0,0,,,,,Inferno High CO2,Rock Planet Average,0
Marduk I-a,,MardukIa,Barren,Moon,Barren Moon,Marduk,70,0.17,Inferno,None,None,None,"Al,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0*,0*,"Al,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Marduk II,,MardukII,Rock,Planet,Rock Planet,Marduk,70,1.11,Inferno,Extr CO2,Average,None,"Co,Cu,Ni,Pd,Pt,Pu,U,V",8,Unknown,Unknown,"Desert-Rocky,Hills,SavannahBarren","Desert,Hills,Savanna",Unknown,50.0%,No,1,2,0,0,,4,1.0000,4,4,1,-3,-3,0*,0*,"Co,Cu,Ni,Pd,Pt,Pu,U,V",,,,8,0,0,0,,,,,Inferno Extr CO2,Rock Planet Average,0
Marduk III,,MardukIII,Rock,Planet,Rock Planet,Marduk,70,1.00,Hot,Std CO2,Average,None,"Cc,Cl,Fe,Pb,SiH3Cl,SM,U",7,Unknown,Unknown,"Desert-Rocky,Desert-Sandy,Mountains,Volcanic","Desert,Mountains,Volcanic",Unknown,50.0%,No,0,0,0,0,Fe,4,0.1103,4,4,1,-3,-3,0*,0*,"Cl,Fe,Pb,SiH3Cl,U","Cc,SM",SM,Cc,5,2,1,1,,,,,Hot Std CO2,Rock Planet Average,0
Marduk III-a,,MardukIIIa,Barren,Moon,Barren Moon,Marduk,70,0.11,Temperate,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,66.7%,No,0,0,0,0,Al,3,0.0089,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Temperate None,Barren Moon None,0
Marduk IV,,MardukIV,Rock,Planet,Rock Planet,Marduk,70,1.04,Cold,Std M,Average,Chemical,"Ah,An,Ar,Bi,Cc,Fi,H2O,MA,Me,Nu,Pb,Pi,R-COC,Sd,Se,SM,Sp,Tx",18,Unknown,Unknown,"Archipelago,Forest,Ocean,Polar-Ice","Forest,Ocean,Ice",Unknown,75.0%,Yes,0,0,3,0,"Pi,Se",4,0.0000,5,4,3,1,0,1*,0*,"Ar,H2O,Pb,R-COC","Ah,An,Bi,Cc,Fi,Me,MA,Nu,Pi,Se,Sd,Sp,SM,Tx","Ah,Bi,Fi,MA,Nu,SM,Tx","An,Cc,Me,Pi,Se,Sd,Sp",4,14,7,7,,,,,Cold Std M,Rock Planet Average,0
Marduk IX,,MardukIX,Ice,Planet,Ice Planet,Marduk,70,0.16,Deep freeze,None,None,Chemical,"Co,H2O,Ni,Pt",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Co,H2O,Ni,Pt",,,,4,0,0,0,,,,,Deep freeze None,Ice Planet None,0
Marduk IX-a,,MardukIXa,Ice,Moon,Ice Moon,Marduk,70,0.07,Deep freeze,None,None,Safe,"H2O,Ni,Pt",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"H2O,Ni,Pt",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Marduk IX-b,,MardukIXb,Ice,Moon,Ice Moon,Marduk,70,0.04,Deep freeze,None,None,Safe,"Co,H2O,Ni,Pt",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Co,H2O,Ni,Pt",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Marduk V,,MardukV,Rock,Planet,Rock Planet,Marduk,70,1.12,Cold,Std M,Weak,Safe,"Cl,Co,H2O,Ni,Pb,SiH3Cl,U",7,Unknown,Unknown,"Desert-Rocky,Desert-Sandy,Hills,Polar-Ice","Desert,Hills,Ice",Unknown,58.3%,Yes,0,0,3,0,,4,0.0000,5,3,6,6,3,6*,3*,"Cl,Co,H2O,Ni,Pb,SiH3Cl,U",,,,7,0,0,0,,,,,Cold Std M,Rock Planet Weak,0
Marduk V-a,,MardukVa,Barren,Moon,Barren Moon,Marduk,70,0.12,Cold,None,None,None,"Al,Eu,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0*,0*,"Al,Eu,He-3",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
Marduk VI,,MardukVI,Rock,Planet,Rock Planet,Marduk,70,0.61,Deep freeze,Std N2,Weak,Chemical,"Au,Cl,Co,Cs,Cu,F,H2O,Ni",8,Unknown,Unknown,"Hills,Mountains,Polar-Ice,SavannahBarren","Hills,Mountains,Ice,Savanna",Unknown,58.3%,Yes,1,0,0,0,,4,0.5022,2,3,3,-1,-2,0*,0*,"Au,Cl,Co,Cs,Cu,F,H2O,Ni",,,,8,0,0,0,,,,,Deep freeze Std N2,Rock Planet Weak,0
Marduk VII,,MardukVII,Gas giant,Planet,Gas giant Planet,Marduk,70,1.54,Deep freeze,H2,Powerful,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,7,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Powerful,0
Marduk VII-a,,MardukVIIa,Ice,Moon,Ice Moon,Marduk,70,0.15,Deep freeze,None,None,Chemical,"Au,Cu,F,H2O",4,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Au,Cu,F,H2O",,,,4,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Marduk VII-b,,MardukVIIb,Ice,Moon,Ice Moon,Marduk,70,0.17,Deep freeze,None,None,Chemical,"Cu,F,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cu,F,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Marduk VII-c,,MardukVIIc,Ice,Moon,Ice Moon,Marduk,70,0.19,Deep freeze,None,None,Chemical,"Ar,H2O,Ne",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Ar,H2O,Ne",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Marduk VII-d,,MardukVIId,Ice,Moon,Ice Moon,Marduk,70,0.05,Deep freeze,None,None,Chemical,"Cu,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cu,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Marduk VIII,,MardukVIII,Ice,Planet,Ice Planet,Marduk,70,0.07,Deep freeze,None,None,Safe,"Cu,H2O,xF4",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,H2O,xF4",,,,3,0,0,0,,,,,Deep freeze None,Ice Planet None,0
Masada I,,MasadaI,Barren,Planet,Barren Planet,Masada,75,0.72,Inferno,None,None,None,"Al,Be,He-3",3,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0*,0*,"Al,Be,He-3",,,,3,0,0,0,,,,,Inferno None,Barren Planet None,1
Masada II,,MasadaII,Rock,Planet,Rock Planet,Masada,75,1.24,Inferno,High CO2,Average,None,"Ag,Ir,Pb,U",4,None,None,"Desert-Rocky,Mountains","Desert,Mountains",Gravitational Anomaly,58.3%,No,1,0,0,0,,4,1.0000,4,4,1,-3,-3,0,0,"Ag,Ir,Pb,U",,,,4,0,0,0,,,,,Inferno High CO2,Rock Planet Average,0
Masada III,,MasadaIII,Rock,Planet,Rock Planet,Masada,75,1.12,Cold,Std O2,Average,Safe,"AA,An,Ar,Cc,Co,Fe,Fi,H2O,HnCn,Hy,MA,Me,Ni,Nu,Pt,Se,SM,So,Sp,Tx,Yb",21,Abundant (7),Abundant (8),"Archipelago,Forest,Ocean,Polar-Ice,Wetlands","Forest,Ocean,Ice,Wetlands",CHECK,75.0%,Yes,0,0,0,0,"Fe,Se",4,0.0000,6,4,6,7,4,7,8,"Ar,Co,Fe,H2O,HnCn,Ni,Pt,Yb","AA,An,Cc,Fi,Hy,Me,MA,Nu,Se,So,Sp,SM,Tx","AA,An,Hy,Me,Nu,SM,Tx","Cc,Fi,MA,Se,So,Sp",8,13,7,6,,,,,Cold Std O2,Rock Planet Average,0
Masada IV,,MasadaIV,Rock,Planet,Rock Planet,Masada,75,0.84,Frozen,Std M,Very strong,Chemical,"Co,F,H2O,Ni,Pb,U,V,W",8,Unknown,Unknown,"Desert-Rocky,Hills,Polar-Ice","Desert,Hills,Ice",Unknown,58.3%,Yes,0,0,0,0,,4,0.2787,5,6,3,2,0,2*,0*,"Co,F,H2O,Ni,Pb,U,V,W",,,,8,0,0,0,,,,,Frozen Std M,Rock Planet Very strong,0
Masada IV-a,,MasadaIVa,Barren,Moon,Barren Moon,Masada,75,0.06,Frozen,None,None,None,,0,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,,3,0.2787,1,1,1,-3,-3,0*,0*,,,,,0,0,0,0,,,,,Frozen None,Barren Moon None,0
Masada IX,,MasadaIX,Ice giant,Planet,Ice giant Planet,Masada,75,1.06,Deep freeze,H2,Weak,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,3,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Ice giant Planet Weak,0
Masada V,,MasadaV,Gas giant,Planet,Gas giant Planet,Masada,75,2.19,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,4,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Masada V-a,,MasadaVa,Ice,Moon,Ice Moon,Masada,75,0.32,Deep freeze,None,None,Safe,"Co,H2O,Ni",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Co,H2O,Ni",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Masada V-b,,MasadaVb,Ice,Moon,Ice Moon,Masada,75,0.04,Frozen,None,None,Chemical,"H2O,Ni",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,0,0,0,0,,3,0.2787,1,1,3,-1,-2,0*,0*,"H2O,Ni",,,,2,0,0,0,,,,,Frozen None,Ice Moon None,0
Masada V-c,,MasadaVc,Rock,Moon,Rock Moon,Masada,75,0.42,Frozen,Thin M,None,Safe,"Ar,C6Hn,H2O,Ni,Pb,U,W",7,Unknown,Unknown,"Hills,Mountains,Polar-Ice,SavannahBarren","Hills,Mountains,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,,4,0.2787,5,1,6,4,1,4*,1*,"Ar,C6Hn,H2O,Ni,Pb,U,W",,,,7,0,0,0,,,,,Frozen Thin M,Rock Moon None,0
Masada VI,,MasadaVI,Ice giant,Planet,Ice giant Planet,Masada,75,0.99,Deep freeze,H2,Weak,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,3,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Ice giant Planet Weak,0
Masada VI-a,,MasadaVIa,Ice,Moon,Ice Moon,Masada,75,0.17,Deep freeze,None,None,Heavy metal,"Ar,C6Hn,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,2,-2,-2,0*,0*,"Ar,C6Hn,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Masada VII,,MasadaVII,Ice giant,Planet,Ice giant Planet,Masada,75,0.80,Deep freeze,H2,Weak,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,3,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Ice giant Planet Weak,0
Masada VII-a,,MasadaVIIa,Ice,Moon,Ice Moon,Masada,75,0.16,Deep freeze,None,None,Heavy metal,"Ar,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,2,-2,-2,0*,0*,"Ar,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Masada VII-b,,MasadaVIIb,Ice,Moon,Ice Moon,Masada,75,0.33,Deep freeze,None,None,Safe,"Cu,H2O,IL",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,H2O,IL",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Masada VIII,,MasadaVIII,Ice,Planet,Ice Planet,Masada,75,0.26,Deep freeze,None,None,Chemical,"Cl,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cl,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Planet None,0
Masada VIII-a,,MasadaVIIIa,Ice,Moon,Ice Moon,Masada,75,0.06,Deep freeze,None,None,Heavy metal,"Cu,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,2,-2,-2,0*,0*,"Cu,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
McClure I,,McClureI,Barren,Planet,Barren Planet,McClure,20,0.96,Inferno,None,None,None,"Al,He-3,Nd",3,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0,0,"Al,He-3,Nd",,,,3,0,0,0,,,,,Inferno None,Barren Planet None,1
McClure I-a,,McClureIa,Barren,Moon,Barren Moon,McClure,20,0.10,Inferno,None,None,None,"Fe,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,1,0,0,0,Fe,3,1.0000,1,1,1,-3,-3,0,0,"Fe,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
McClure II,,McClureII,Rock,Planet,Rock Planet,McClure,20,0.40,Cold,Thin O2,Average,Safe,"Cl,Cu,Fi,H2O,MA,Me,Nu,Pi,Se,SiH3Cl,SM,So,Tx",13,Marginal (4),Moderate (5),"Forest,Ocean,Polar-Ice","Forest,Ocean,Ice",Unknown,75.0%,Yes,0,0,0,0,"Pi,Se",4,0.0000,6,4,6,7,4,4,5,"Cl,Cu,H2O,SiH3Cl","Fi,Me,MA,Nu,Pi,Se,So,SM,Tx","Fi,Me,Pi,Se,SM,Tx","MA,Nu,So",4,9,6,3,,,,,Cold Thin O2,Rock Planet Average,0
McClure II-a,,McClureIIa,Barren,Moon,Barren Moon,McClure,20,0.06,Cold,None,None,None,"Al,He-3",2,None,None,Cratered,Craters,Unknown,58.3%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0,0,"Al,He-3",,,,2,0,0,0,,,,,Cold None,Barren Moon None,0
McClure II-b,,McClureIIb,Barren,Moon,Barren Moon,McClure,20,0.10,Cold,None,None,None,"Al,He-3,Nd",3,None,None,Cratered,Craters,Unknown,58.3%,No,0,0,0,0,Al,3,0.0000,1,1,1,-3,-3,0,0,"Al,He-3,Nd",,,,3,0,0,0,,,,,Cold None,Barren Moon None,0
McClure II-c,,McClureIIc,Barren,Moon,Barren Moon,McClure,20,0.09,Cold,None,None,None,,0,None,None,Cratered,Craters,Unknown,58.3%,No,0,0,0,0,,3,0.0000,1,1,1,-3,-3,0,0,,,,,0,0,0,0,,,,,Cold None,Barren Moon None,0
McClure III,,McClureIII,Rock,Planet,Rock Planet,McClure,20,0.71,Frozen,Std N2,Powerful,Chemical,"Cl,Co,Cu,Fe,H2O,HnCn,Ni,Ta",8,None,None,"Hills,Mountains,Polar-Ice,SavannahBarren","Hills,Mountains,Ice,Savanna",Unknown,66.7%,Yes,0,0,0,0,Fe,4,0.2787,2,7,3,0,-1,0,0,"Cl,Co,Cu,Fe,H2O,HnCn,Ni,Ta",,,,8,0,0,0,,,,,Frozen Std N2,Rock Planet Powerful,0
Moloch I,,MolochI,Rock,Planet,Rock Planet,Moloch,40,0.87,Inferno,Std CO2,Weak,None,"Cl,Co,H2O,Hg,Ni,Pb,U,V",8,Unknown,Unknown,"Desert-Sandy,Hills,SavannahBarren,Volcanic","Desert,Hills,Savanna,Volcanic",Unknown,50.0%,No,1,0,0,0,,4,1.0000,4,3,1,-3,-3,0*,0*,"Cl,Co,H2O,Hg,Ni,Pb,U,V",,,,8,0,0,0,,,,,Inferno Std CO2,Rock Planet Weak,1
Moloch I-a,,MolochIa,Barren,Moon,Barren Moon,Moloch,40,0.17,Inferno,None,None,None,"Al,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,1,0,0,0,Al,3,1.0000,1,1,1,-3,-3,0*,0*,"Al,He-3",,,,2,0,0,0,,,,,Inferno None,Barren Moon None,1
Moloch II,,MolochII,Rock,Planet,Rock Planet,Moloch,40,1.33,Temperate,High O2,Average,Heavy metal,"Ae,Ah,Al,An,Ar,C6Hn,Cc,Cl,Fe,Fi,H2O,Ha,Li,MA,Me,Nu,R-COC,Se,SM,Sp,Tx",21,Unknown,Unknown,"Archipelago,Forest,Mountains,Ocean,Polar-Ice,SavannahBarren","Forest,Mountains,Ocean,Ice,Savanna",Unknown,91.7%,Yes,0,0,0,0,"Ae,Al,Fe,Se",4,0.0089,6,4,2,0,-1,0*,0*,"Al,Ar,C6Hn,Cl,Fe,H2O,Li,R-COC","Ah,Ae,An,Cc,Fi,Ha,Me,MA,Nu,Se,Sp,SM,Tx","Nu,SM,Tx","Ah,Ae,An,Cc,Fi,Ha,Me,MA,Se,Sp",8,13,3,10,,,,,Temperate High O2,Rock Planet Average,0
Moloch III,,MolochIII,Rock,Planet,Rock Planet,Moloch,40,0.75,Cold,Std N2,Average,Safe,"Ar,Cu,F,H2O,Pb,R-COC,Sb",7,Unknown,Unknown,"Desert-Rocky,Polar-Ice,SavannahBarren","Desert,Ice,Savanna",Unknown,58.3%,Yes,0,0,0,0,,4,0.0000,2,4,6,5,2,5*,2*,"Ar,Cu,F,H2O,Pb,R-COC,Sb",,,,7,0,0,0,,,,,Cold Std N2,Rock Planet Average,0
Moloch IV,,MolochIV,Barren,Planet,Barren Planet,Moloch,40,0.29,Frozen,None,Weak,None,"Al,He-3",2,Unknown,Unknown,Cratered,Craters,Unknown,50.0%,No,0,0,0,0,Al,3,0.2787,1,3,1,-4,-3,0*,0*,"Al,He-3",,,,2,0,0,0,,,,,Frozen None,Barren Planet Weak,0
Moloch V,,MolochV,Gas giant,Planet,Gas giant Planet,Moloch,40,1.58,Deep freeze,H2,Strong,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,5,1,-1,-1,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Strong,0
Moloch V-a,,MolochVa,Ice,Moon,Ice Moon,Moloch,40,0.34,Deep freeze,None,None,Safe,"Cu,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Moloch V-b,,MolochVb,Ice,Moon,Ice Moon,Moloch,40,0.15,Deep freeze,None,None,Safe,"Au,Cu,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Au,Cu,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Moloch V-c,,MolochVc,Rock,Moon,Rock Moon,Moloch,40,0.41,Deep freeze,Thin N2,None,Safe,"Ag,Ar,C6Hn,Fe,H2O,He-3,Pb",7,Unknown,Unknown,"Cratered,Mountains,Polar-Ice","Craters,Mountains,Ice",Unknown,58.3%,Yes,1,0,0,0,Fe,4,0.5022,2,1,6,1,0,1*,0*,"Ag,Ar,C6Hn,Fe,H2O,He-3,Pb",,,,7,0,0,0,,,,,Deep freeze Thin N2,Rock Moon None,0
Moloch V-d,,MolochVd,Rock,Moon,Rock Moon,Moloch,40,0.30,Deep freeze,None,None,Chemical,"Al,Cu,H2O,He-3,Nd",5,Unknown,Unknown,"Cratered,Polar-Ice","Craters,Ice",Unknown,58.3%,Yes,1,0,0,0,Al,4,0.5022,1,1,3,-2,-3,0*,0*,"Al,Cu,H2O,He-3,Nd",,,,5,0,0,0,,,,,Deep freeze None,Rock Moon None,0
Moloch VI,,MolochVI,Gas giant,Planet,Gas giant Planet,Moloch,40,1.42,Deep freeze,H2,Powerful,None,,0,Unknown,Unknown,Ocean,Ocean,Unknown,50.0%,No,1,0,0,0,,2,0.5022,3,7,1,-2,-2,0*,0*,,,,,0,0,0,0,,,,,Deep freeze H2,Gas giant Planet Powerful,0
Moloch VI-a,,MolochVIa,Ice,Moon,Ice Moon,Moloch,40,0.05,Deep freeze,None,None,Chemical,"Cu,H2O",2,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,3,-1,-2,0*,0*,"Cu,H2O",,,,2,0,0,0,,,,,Deep freeze None,Ice Moon None,0
Moloch VI-b,,MolochVIb,Rock,Moon,Rock Moon,Moloch,40,0.35,Deep freeze,Thin N2,None,Safe,"Al,Co,H2O,He-3,Ir,Nd,Ni,U",8,Unknown,Unknown,"Cratered,Desert-Rocky,Polar-Ice,Tablelands","Craters,Desert,Ice,Tablelands",Unknown,58.3%,Yes,1,0,0,0,Al,4,0.5022,2,1,6,1,0,1*,0*,"Al,Co,H2O,He-3,Ir,Nd,Ni,U",,,,8,0,0,0,,,,,Deep freeze Thin N2,Rock Moon None,0
Moloch VII,,MolochVII,Ice,Planet,Ice Planet,Moloch,40,0.67,Deep freeze,None,None,Safe,"Cu,F,H2O",3,Unknown,Unknown,Polar-Ice,Ice,Unknown,58.3%,Yes,1,0,0,0,,3,0.5022,1,1,6,2,0,2*,0*,"Cu,F,H2O",,,,3,0,0,0,,,,,Deep freeze None,Ice Planet None,0
